config,corr,top_k,n_features,n_folds,cache_hits,cache_misses,cold_total_s,cold_per_fold_s,warm_total_s,warm_per_fold_s,speedup,time_saved_s,cache_size_mb,cache_size_gb,mb_per_s_saved,cold_accuracy,warm_accuracy,accuracy_match,cold_kappa,warm_kappa,cold_f1,warm_f1
"corr=None, k=30 (30f)",,30,30,128,128,0,11331.1,88.52,356.02,2.7162,31.8,10975.0,20894.7,20.4,1.9038,0.7718,0.7718,True,0.5725,0.5725,0.5558,0.5558
