held_out_subject,n_train,n_test,n_selected_features,corr,top_k,cold_total_time_seconds,cold_train_time_seconds,warm_total_time_seconds,warm_cache_load_time_seconds,feature_selection_time_seconds,cache_write_time_seconds,cache_size_mb,time_saved_seconds,speedup_cold_vs_warm,mb_per_second_saved,accuracy_cold,accuracy_warm,predictions_match,subject_count,tree_count
Subject_1,1910,914,50,,50.0,0.6897828578948975,0.32311224937438965,0.1916801929473877,0.08630728721618652,0.005935192108154297,0.2653324604034424,5.526826858520508,0.49810266494750977,3.598613123705634,11.095758459961115,0.7910284463894968,0.7910284463894968,True,3,400
Subject_2,1911,913,50,,50.0,0.608489990234375,0.32244300842285156,0.20015978813171387,0.07340431213378906,0.006166696548461914,0.18653392791748047,4.51334285736084,0.40833020210266113,3.0400211546684996,11.053169307878209,0.7086527929901424,0.7086527929901424,True,3,400
Subject_3,1827,997,50,,50.0,0.6184449195861816,0.31464099884033203,0.1787867546081543,0.07676887512207031,0.005867958068847656,0.20359110832214355,4.873461723327637,0.43965816497802734,3.459120452975519,11.084661019706518,0.6870611835506519,0.6870611835506519,True,3,400
Subject_1,1910,914,149,,,0.08909320831298828,0.04244828224182129,0.040021419525146484,0.005512237548828125,0.0010004043579101562,0.014491081237792969,0.3243217468261719,0.0490717887878418,2.226138137279432,6.6091282758888745,0.7363238512035011,0.7363238512035011,True,3,25
Subject_2,1911,913,149,,,0.08647632598876953,0.040540218353271484,0.03860878944396973,0.004515409469604492,0.0016057491302490234,0.012778997421264648,0.2718687057495117,0.047867536544799805,2.2398093085582667,5.679605122253712,0.7294633077765608,0.7294633077765608,True,3,25
Subject_3,1827,997,149,,,0.08606553077697754,0.03928089141845703,0.03608822822570801,0.005010843276977539,0.0,0.013513326644897461,0.28951358795166016,0.04997730255126953,2.3848644006210153,5.792901440702223,0.708124373119358,0.708124373119358,True,3,25
Subject_1,1910,914,149,,,0.12296581268310547,0.05655384063720703,0.043042659759521484,0.008876800537109375,0.002010822296142578,0.027352571487426758,0.6434297561645508,0.07992315292358398,2.8568358314777273,8.050605270537137,0.7407002188183808,0.7407002188183808,True,3,50
Subject_2,1911,913,149,,,0.11501836776733398,0.056479692459106445,0.04324674606323242,0.009263277053833008,0.0015261173248291016,0.02441120147705078,0.5381298065185547,0.07177162170410156,2.6595843210761343,7.497807542055329,0.7349397590361446,0.7349397590361446,True,3,50
Subject_3,1827,997,149,,,0.13265705108642578,0.06456613540649414,0.04070615768432617,0.00819849967956543,0.0010006427764892578,0.03504371643066406,0.5748500823974609,0.09195089340209961,3.2588939519955016,6.251707418259134,0.728184553660983,0.728184553660983,True,3,50
Subject_1,1910,914,149,,,0.2110905647277832,0.10396528244018555,0.05074000358581543,0.017858505249023438,0.0012302398681640625,0.051902055740356445,1.2806882858276367,0.16035056114196777,4.16023945230454,7.986802644823726,0.7308533916849015,0.7308533916849015,True,3,100
Subject_2,1911,913,149,,,0.20485758781433105,0.10494565963745117,0.04912519454956055,0.01636815071105957,0.0010197162628173828,0.04638481140136719,1.071272850036621,0.1557323932647705,4.170112499150675,6.878933968575711,0.7458926615553122,0.7458926615553122,True,3,100
Subject_3,1827,997,149,,,0.19526052474975586,0.10135793685913086,0.049988746643066406,0.015598773956298828,0.0010085105895996094,0.0483860969543457,1.147542953491211,0.14527177810668945,3.9060896274109544,7.899283456477284,0.7362086258776329,0.7362086258776329,True,3,100
